number	PRI.div.model	density	PRI.Psi	density	PRI.E.t	density	PRI.omega	density	PRI.cv	density
174	31.3053	0.0129723	1.86587	0.197243	0.00387273	230.244	0.00620892	59.9496	0.345998	0.565418
175	31.4805	0.0131239	1.87087	0.199501	0.00389173	229.759	0.00624481	59.4768	0.347998	0.570017
176	31.6557	0.0132792	1.87588	0.201684	0.00391073	229.244	0.0062807	59.0084	0.349998	0.574498
177	31.8308	0.0134381	1.88088	0.20379	0.00392972	228.699	0.00631659	58.5445	0.351998	0.578856
178	32.006	0.0136006	1.88589	0.205817	0.00394872	228.124	0.00635247	58.0851	0.353998	0.583089
179	32.1812	0.0137664	1.89089	0.207759	0.00396771	227.519	0.00638836	57.6303	0.355998	0.587192
180	32.3564	0.0139355	1.8959	0.209616	0.00398671	226.884	0.00642425	57.18	0.357998	0.591163
181	32.5315	0.0141077	1.9009	0.211385	0.0040057	226.219	0.00646014	56.7345	0.359998	0.594998
182	32.7067	0.0142828	1.90591	0.213062	0.0040247	225.525	0.00649603	56.2937	0.361998	0.598695
183	32.8819	0.0144607	1.91091	0.214645	0.0040437	224.802	0.00653192	55.8576	0.363998	0.602252
184	33.0571	0.0146412	1.91592	0.216132	0.00406269	224.049	0.00656781	55.4264	0.365998	0.605665
185	33.2322	0.0148241	1.92092	0.21752	0.00408169	223.268	0.0066037	55.0001	0.367998	0.608934
186	33.4074	0.0150092	1.92593	0.218809	0.00410068	222.458	0.00663959	54.5787	0.369998	0.612057
187	33.5826	0.0151964	1.93093	0.219995	0.00411968	221.62	0.00667548	54.1623	0.371998	0.615031
188	33.7578	0.0153854	1.93594	0.221077	0.00413867	220.754	0.00671137	53.751	0.373998	0.617857
189	33.9329	0.015576	1.94094	0.222053	0.00415767	219.86	0.00674726	53.3448	0.375998	0.620532
190	34.1081	0.015768	1.94595	0.222922	0.00417666	218.938	0.00678315	52.9438	0.377998	0.623057
191	34.2833	0.0159612	1.95095	0.223682	0.00419566	217.99	0.00681904	52.5479	0.379998	0.625432
192	34.4585	0.0161552	1.95596	0.224333	0.00421466	217.015	0.00685493	52.1574	0.381998	0.627656
193	34.6336	0.01635	1.96096	0.224873	0.00423365	216.013	0.00689082	51.7721	0.383998	0.629729
194	34.8088	0.0165452	1.96597	0.225301	0.00425265	214.986	0.00692671	51.3923	0.385998	0.631652
195	34.984	0.0167406	1.97097	0.225618	0.00427164	213.933	0.0069626	51.0178	0.387998	0.633426
196	35.1592	0.016936	1.97598	0.225822	0.00429064	212.855	0.00699849	50.6488	0.389998	0.635052
197	35.3343	0.017131	1.98098	0.225913	0.00430963	211.753	0.00703438	50.2852	0.391998	0.636532
198	35.5095	0.0173254	1.98599	0.22589	0.00432863	210.627	0.00707027	49.9272	0.393998	0.637866
199	35.6847	0.017519	1.99099	0.225755	0.00434763	209.477	0.00710616	49.5747	0.395998	0.639056
200	35.8599	0.0177115	1.996	0.225508	0.00436662	208.304	0.00714205	49.2277	0.397998	0.640106
201	36.035	0.0179025	2.001	0.225148	0.00438562	207.108	0.00717794	48.8863	0.399998	0.641017
202	36.2102	0.0180919	2.00601	0.224676	0.00440461	205.891	0.00721383	48.5506	0.401998	0.641792
203	36.3854	0.0182793	2.01101	0.224093	0.00442361	204.652	0.00724972	48.2204	0.403998	0.642433
204	36.5606	0.0184645	2.01602	0.2234	0.0044426	203.393	0.00728561	47.8959	0.405998	0.642944
205	36.7357	0.0186472	2.02102	0.222598	0.0044616	202.113	0.0073215	47.577	0.407997	0.643328
206	36.9109	0.0188272	2.02603	0.221689	0.0044806	200.814	0.00735739	47.2636	0.409997	0.643589
207	37.0861	0.019004	2.03103	0.220673	0.00449959	199.497	0.00739328	46.9559	0.411997	0.64373
208	37.2613	0.0191776	2.03604	0.219552	0.00451859	198.161	0.00742917	46.6538	0.413997	0.643755
209	37.4364	0.0193476	2.04104	0.218328	0.00453758	196.807	0.00746506	46.3572	0.415997	0.643669
210	37.6116	0.0195137	2.04605	0.217004	0.00455658	195.437	0.00750094	46.0662	0.417997	0.643475
211	37.7868	0.0196757	2.05105	0.21558	0.00457557	194.05	0.00753683	45.7807	0.419997	0.643178
212	37.962	0.0198333	2.05606	0.214059	0.00459457	192.648	0.00757272	45.5006	0.421997	0.642783
213	38.1371	0.0199862	2.06106	0.212443	0.00461356	191.231	0.00760861	45.226	0.423997	0.642295
214	38.3123	0.0201343	2.06607	0.210736	0.00463256	189.801	0.0076445	44.9568	0.425997	0.641717
215	38.4875	0.0202772	2.07107	0.208939	0.00465156	188.357	0.00768039	44.6928	0.427997	0.641056
216	38.6627	0.0204148	2.07608	0.207055	0.00467055	186.9	0.00771628	44.4342	0.429997	0.640316
217	38.8378	0.0205467	2.08108	0.205087	0.00468955	185.431	0.00775217	44.1807	0.431997	0.639503
218	39.013	0.0206728	2.08609	0.203038	0.00470854	183.952	0.00778806	43.9324	0.433997	0.638621
219	39.1882	0.0207929	2.09109	0.200911	0.00472754	182.462	0.00782395	43.6891	0.435997	0.637677
220	39.3634	0.0209067	2.0961	0.198709	0.00474653	180.962	0.00785984	43.4508	0.437997	0.636675
221	39.5385	0.0210141	2.1011	0.196436	0.00476553	179.454	0.00789573	43.2174	0.439997	0.635622
222	39.7137	0.0211148	2.10611	0.194094	0.00478453	177.937	0.00793162	42.9887	0.441997	0.634522
223	39.8889	0.0212088	2.11111	0.191688	0.00480352	176.413	0.00796751	42.7648	0.443997	0.633381
224	40.0641	0.0212957	2.11612	0.18922	0.00482252	174.882	0.0080034	42.5454	0.445997	0.632204
225	40.2392	0.0213755	2.12112	0.186694	0.00484151	173.346	0.00803929	42.3305	0.447997	0.630998
226	40.4144	0.021448	2.12613	0.184114	0.00486051	171.803	0.00807518	42.12	0.449997	0.629767
227	40.5896	0.021513	2.13113	0.181483	0.0048795	170.257	0.00811107	41.9137	0.451997	0.628518
228	40.7648	0.0215705	2.13614	0.178806	0.0048985	168.706	0.00814696	41.7116	0.453997	0.627254
229	40.9399	0.0216203	2.14114	0.176085	0.00491749	167.152	0.00818285	41.5134	0.455997	0.625983
230	41.1151	0.0216624	2.14615	0.173325	0.00493649	165.596	0.00821874	41.3192	0.457997	0.624709
231	41.2903	0.0216966	2.15115	0.17053	0.00495549	164.037	0.00825463	41.1286	0.459997	0.623437
232	41.4655	0.0217229	2.15616	0.167703	0.00497448	162.478	0.00829052	40.9417	0.461997	0.622173
233	41.6406	0.0217412	2.16116	0.164848	0.00499348	160.917	0.00832641	40.7583	0.463997	0.620921
234	41.8158	0.0217514	2.16617	0.161969	0.00501247	159.357	0.0083623	40.5781	0.465997	0.619686
235	41.991	0.0217535	2.17117	0.15907	0.00503147	157.797	0.00839819	40.4011	0.467997	0.618474
236	42.1662	0.0217476	2.17618	0.156155	0.00505046	156.238	0.00843408	40.2272	0.469997	0.617289
237	42.3413	0.0217335	2.18118	0.153228	0.00506946	154.681	0.00846997	40.0561	0.471997	0.616135
238	42.5165	0.0217113	2.18619	0.150292	0.00508846	153.126	0.00850586	39.8877	0.473997	0.615017
239	42.6917	0.021681	2.19119	0.147352	0.00510745	151.574	0.00854175	39.7219	0.475997	0.613938
240	42.8669	0.0216426	2.1962	0.144411	0.00512645	150.025	0.00857764	39.5585	0.477997	0.612904
241	43.042	0.0215962	2.2012	0.141473	0.00514544	148.48	0.00861352	39.3974	0.479997	0.611918
242	43.2172	0.0215418	2.20621	0.138542	0.00516444	146.938	0.00864941	39.2383	0.481997	0.610983
243	43.3924	0.0214795	2.21121	0.135621	0.00518343	145.401	0.0086853	39.0811	0.483997	0.610103
244	43.5676	0.0214093	2.21622	0.132715	0.00520243	143.869	0.00872119	38.9258	0.485997	0.609282
245	43.7427	0.0213314	2.22122	0.129826	0.00522143	142.343	0.00875708	38.772	0.487997	0.608522
246	43.9179	0.0212459	2.22623	0.126959	0.00524042	140.822	0.00879297	38.6196	0.489997	0.607826
247	44.0931	0.0211528	2.23123	0.124117	0.00525942	139.307	0.00882886	38.4686	0.491997	0.607197
248	44.2683	0.0210523	2.23624	0.121304	0.00527841	137.798	0.00886475	38.3186	0.493997	0.606638
249	44.4434	0.0209445	2.24124	0.118522	0.00529741	136.296	0.00890064	38.1697	0.495997	0.60615
250	44.6186	0.0208296	2.24625	0.115776	0.0053164	134.801	0.00893653	38.0215	0.497997	0.605735
251	44.7938	0.0207078	2.25125	0.11307	0.0053354	133.312	0.00897242	37.8739	0.499997	0.605396
